"Key","Severity","ImpactSeverity","Type","Rule","File","Line","Message","Effort","Tags","Status","CreationDate","UpdateDate","Link"
"AZ7Illrhj7SaPbKU6tD3","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S1186","tests/test_curation.py","191","Add a nested comment explaining why this method is empty, or complete the implementation.","5min","suspicious","OPEN","2026-06-12T18:45:06+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrhj7SaPbKU6tD3&open=AZ7Illrhj7SaPbKU6tD3"
"AZ7Illqxj7SaPbKU6tCT","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","1976","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-12T17:22:59+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCT&open=AZ7Illqxj7SaPbKU6tCT"
"AZ7Illqxj7SaPbKU6tCU","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","1982","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-12T17:22:59+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCU&open=AZ7Illqxj7SaPbKU6tCU"
"AZ7Illqxj7SaPbKU6tCV","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","1987","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-12T17:22:59+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCV&open=AZ7Illqxj7SaPbKU6tCV"
"AZ7Illo1j7SaPbKU6tAK","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S3776","services/auto_select.py","36","Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.","16min","brain-overload","OPEN","2026-06-12T17:22:59+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illo1j7SaPbKU6tAK&open=AZ7Illo1j7SaPbKU6tAK"
"AZ7Illpgj7SaPbKU6tAb","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S3776","services/vision.py","89","Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.","19min","brain-overload","OPEN","2026-06-12T17:22:59+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illpgj7SaPbKU6tAb&open=AZ7Illpgj7SaPbKU6tAb"
"AZ7Illrhj7SaPbKU6tD1","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S1481","tests/test_curation.py","104","Replace the unused local variable ""score"" with ""_"".","5min","unused","OPEN","2026-06-12T17:22:59+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrhj7SaPbKU6tD1&open=AZ7Illrhj7SaPbKU6tD1"
"AZ7Illqxj7SaPbKU6tBM","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","905","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T21:28:11+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBM&open=AZ7Illqxj7SaPbKU6tBM"
"AZ7Illqxj7SaPbKU6tBN","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","906","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T21:28:11+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBN&open=AZ7Illqxj7SaPbKU6tBN"
"AZ7Illqxj7SaPbKU6tDD","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2743","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T21:28:11+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDD&open=AZ7Illqxj7SaPbKU6tDD"
"AZ7Illqxj7SaPbKU6tDE","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2746","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T21:28:11+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDE&open=AZ7Illqxj7SaPbKU6tDE"
"AZ7IllqDj7SaPbKU6tAm","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S1515","services/edit_plan.py","252","Add a parameter to the parent lambda function and use variable ""middle"" as its default value; The value of ""middle"" might change at the next loop iteration.","30min","suspicious","OPEN","2026-06-11T21:28:11+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllqDj7SaPbKU6tAm&open=AZ7IllqDj7SaPbKU6tAm"
"AZ7Illqxj7SaPbKU6tCQ","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","1845","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T18:48:27+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCQ&open=AZ7Illqxj7SaPbKU6tCQ"
"AZ7Illqxj7SaPbKU6tCI","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","1739","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T17:25:23+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCI&open=AZ7Illqxj7SaPbKU6tCI"
"AZ7Illqxj7SaPbKU6tBc","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","1027","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBc&open=AZ7Illqxj7SaPbKU6tBc"
"AZ7Illqxj7SaPbKU6tDH","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","2897","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDH&open=AZ7Illqxj7SaPbKU6tDH"
"AZ7Illqxj7SaPbKU6tDI","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2903","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDI&open=AZ7Illqxj7SaPbKU6tDI"
"AZ7Illqxj7SaPbKU6tDJ","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2905","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDJ&open=AZ7Illqxj7SaPbKU6tDJ"
"AZ7Illqxj7SaPbKU6tDK","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2907","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDK&open=AZ7Illqxj7SaPbKU6tDK"
"AZ7Illqxj7SaPbKU6tDL","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2910","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDL&open=AZ7Illqxj7SaPbKU6tDL"
"AZ7Illqxj7SaPbKU6tDM","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2913","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDM&open=AZ7Illqxj7SaPbKU6tDM"
"AZ7Illqxj7SaPbKU6tDO","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","3014","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDO&open=AZ7Illqxj7SaPbKU6tDO"
"AZ7Illqxj7SaPbKU6tDP","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","3020","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDP&open=AZ7Illqxj7SaPbKU6tDP"
"AZ7Illqxj7SaPbKU6tDQ","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","3023","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDQ&open=AZ7Illqxj7SaPbKU6tDQ"
"AZ7Illqxj7SaPbKU6tDR","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","3026","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDR&open=AZ7Illqxj7SaPbKU6tDR"
"AZ7Illqxj7SaPbKU6tDS","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","3039","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDS&open=AZ7Illqxj7SaPbKU6tDS"
"AZ7Illrqj7SaPbKU6tEP","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","javascript:S6582","static/gallery.js","644","Prefer using an optional chain expression instead, as it's more concise and easier to read.","5min","type-dependent","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrqj7SaPbKU6tEP&open=AZ7Illrqj7SaPbKU6tEP"
"AZ7Illrqj7SaPbKU6tEQ","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","javascript:S7764","static/gallery.js","644","Prefer `globalThis` over `window`.","2min","es2020, portability","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrqj7SaPbKU6tEQ&open=AZ7Illrqj7SaPbKU6tEQ"
"AZ7Illrqj7SaPbKU6tER","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","javascript:S7764","static/gallery.js","645","Prefer `globalThis` over `window`.","2min","es2020, portability","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrqj7SaPbKU6tER&open=AZ7Illrqj7SaPbKU6tER"
"AZ7IllqWj7SaPbKU6tAq","MAJOR","SECURITY:MEDIUM","VULNERABILITY","python:S2068","tools/smoke_long_mode.py","51","""password"" detected here, review this potentially hard-coded credential.","30min","cwe, former-hotspot","OPEN","2026-06-11T15:28:45+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllqWj7SaPbKU6tAq&open=AZ7IllqWj7SaPbKU6tAq"
"AZ7Illqxj7SaPbKU6tCN","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","1832","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCN&open=AZ7Illqxj7SaPbKU6tCN"
"AZ7Illqxj7SaPbKU6tCO","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","1838","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCO&open=AZ7Illqxj7SaPbKU6tCO"
"AZ7Illqxj7SaPbKU6tCP","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","1842","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCP&open=AZ7Illqxj7SaPbKU6tCP"
"AZ7Illqxj7SaPbKU6tCW","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2006","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCW&open=AZ7Illqxj7SaPbKU6tCW"
"AZ7Illqxj7SaPbKU6tCY","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","2169","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCY&open=AZ7Illqxj7SaPbKU6tCY"
"AZ7Illqxj7SaPbKU6tCa","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2176","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCa&open=AZ7Illqxj7SaPbKU6tCa"
"AZ7Illqxj7SaPbKU6tCb","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2179","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCb&open=AZ7Illqxj7SaPbKU6tCb"
"AZ7Illqxj7SaPbKU6tCc","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","2207","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCc&open=AZ7Illqxj7SaPbKU6tCc"
"AZ7Illqxj7SaPbKU6tCd","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2212","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCd&open=AZ7Illqxj7SaPbKU6tCd"
"AZ7Illqxj7SaPbKU6tCe","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2218","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCe&open=AZ7Illqxj7SaPbKU6tCe"
"AZ7Illqxj7SaPbKU6tCg","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2258","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCg&open=AZ7Illqxj7SaPbKU6tCg"
"AZ7Illqxj7SaPbKU6tCh","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2261","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCh&open=AZ7Illqxj7SaPbKU6tCh"
"AZ7Illm0j7SaPbKU6tAI","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S3776","services/packager.py","206","Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.","19min","brain-overload","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illm0j7SaPbKU6tAI&open=AZ7Illm0j7SaPbKU6tAI"
"AZ7IllrBj7SaPbKU6tDu","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","Web:S4084","templates/review.html","62","Add subtitles and description files for this video.","5min","accessibility, html5","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllrBj7SaPbKU6tDu&open=AZ7IllrBj7SaPbKU6tDu"
"AZ7IllrBj7SaPbKU6tDv","MINOR","RELIABILITY:LOW","BUG","Web:MouseEventWithoutKeyboardEquivalentCheck","templates/review.html","62","Add a 'onFocus' attribute to this <video> tag.","5min","accessibility","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllrBj7SaPbKU6tDv&open=AZ7IllrBj7SaPbKU6tDv"
"AZ7IllqQj7SaPbKU6tAp","MAJOR","SECURITY:MEDIUM","VULNERABILITY","python:S2068","tools/smoke_review_flow.py","40","""password"" detected here, review this potentially hard-coded credential.","30min","cwe, former-hotspot","OPEN","2026-06-11T15:20:08+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllqQj7SaPbKU6tAp&open=AZ7IllqQj7SaPbKU6tAp"
"AZ7Illqxj7SaPbKU6tBS","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","290","Document this HTTPException with status code 400 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBS&open=AZ7Illqxj7SaPbKU6tBS"
"AZ7Illqxj7SaPbKU6tBn","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","504","Document this HTTPException with status code 409 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBn&open=AZ7Illqxj7SaPbKU6tBn"
"AZ7Illqxj7SaPbKU6tBs","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","510","Document this HTTPException with status code 409 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBs&open=AZ7Illqxj7SaPbKU6tBs"
"AZ7Illqxj7SaPbKU6tDr","BLOCKER","SECURITY:BLOCKER","VULNERABILITY","pythonsecurity:S2083","app.py","960","Change this code to not construct the path from user-controlled data.","30min","cwe","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tDr&open=AZ7Illqxj7SaPbKU6tDr"
"AZ7IllpZj7SaPbKU6tAa","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S3776","services/groq_service.py","194","Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.","21min","brain-overload","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllpZj7SaPbKU6tAa&open=AZ7IllpZj7SaPbKU6tAa"
"AZ7Illrqj7SaPbKU6tD_","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","javascript:S2486","static/gallery.js","32","Handle this exception or don't catch it at all.","1h","cwe, error-handling, suspicious","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrqj7SaPbKU6tD_&open=AZ7Illrqj7SaPbKU6tD_"
"AZ7Illrqj7SaPbKU6tET","MINOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","javascript:S7776","static/gallery.js","660","`BUSY_PROJECT_STATUSES` should be a `Set`, and use `BUSY_PROJECT_STATUSES.has()` to check existence or non-existence.","5min","es2015, optimization, performance","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrqj7SaPbKU6tET&open=AZ7Illrqj7SaPbKU6tET"
"AZ7Illrqj7SaPbKU6tEV","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","javascript:S6582","static/gallery.js","680","Prefer using an optional chain expression instead, as it's more concise and easier to read.","5min","type-dependent","OPEN","2026-06-11T13:59:50+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrqj7SaPbKU6tEV&open=AZ7Illrqj7SaPbKU6tEV"
"AZ7Illqxj7SaPbKU6tBL","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","233","Document this HTTPException with status code 403 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T12:45:30+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBL&open=AZ7Illqxj7SaPbKU6tBL"
"AZ7Illqxj7SaPbKU6tBm","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","502","Document this HTTPException with status code 409 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-11T12:45:30+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBm&open=AZ7Illqxj7SaPbKU6tBm"
"AZ7Illqxj7SaPbKU6tA3","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","776","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T12:45:30+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tA3&open=AZ7Illqxj7SaPbKU6tA3"
"AZ7Illqxj7SaPbKU6tA4","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","777","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T12:45:30+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tA4&open=AZ7Illqxj7SaPbKU6tA4"
"AZ7Illqxj7SaPbKU6tA5","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","778","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T12:45:30+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tA5&open=AZ7Illqxj7SaPbKU6tA5"
"AZ7Illqxj7SaPbKU6tBE","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","869","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-11T12:45:30+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBE&open=AZ7Illqxj7SaPbKU6tBE"
